id,title,category,code,variant,stars,sources,notes,owned,wanted
247,Command & Conquer: Red Alert,uncertain,SLES-00949,PAL,0,"Redump (paste)","Editions: Original; Platinum; Discs: 1-2 (Disc1=SLES-00949, Disc2=SLES-10949). Demo ignored; other languages ignored.",false,false
248,Command & Conquer: Red Alert: Retaliation,uncertain,SLES-01343,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SLES-01343, Disc2=SLES-11343).",false,false
249,Constructor,uncertain,SLES-00927,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
250,Contra: Legacy of War,uncertain,SLES-00608,PAL,0,"Redump (paste)","Editions: Original",false,false
251,Cool Boarders,uncertain,SCES-00568,PAL,0,"Redump (paste)","Editions: Original (Promo ignored).",false,false
252,Cool Boarders 2,uncertain,SCES-00992,PAL,0,"Redump (paste)","Editions: Original; Platinum (Promo ignored).",false,false
253,Cool Boarders 3,uncertain,SCES-01615,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
254,Cool Boarders 4,uncertain,SCES-02283,PAL,0,"Redump (paste)","Editions: Original; Platinum (Promo ignored).",false,false
255,Courier Crisis: The Saga of the Modern Fatalist,uncertain,SLES-00326,PAL,0,"Redump (paste)","Editions: Original",false,false
256,Crash Bandicoot,uncertain,SCES-00344,PAL,0,"Redump (paste)","Editions: Platinum (no Original listed in this batch).",false,false
257,Crash Bandicoot 2: Cortex Strikes Back,uncertain,SCES-00967,PAL,0,"Redump (paste)","Editions: Original; Platinum (Preview/Promo ignored).",false,false
258,Crash Bash,uncertain,SCES-02834,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
259,Creatures,uncertain,SLES-03690,PAL,0,"Redump (paste)","Editions: Original",false,false
260,Creatures: Raised in Space,uncertain,SLES-04111,PAL,0,"Redump (paste)","Editions: Original (alt title: Creatures 3).",false,false
261,Cricket 2000,uncertain,SLES-02495,PAL,0,"Redump (paste)","Editions: Original",false,false
262,Crime Killer,uncertain,SLES-00954,PAL,0,"Redump (paste)","Editions: Original (Demo ignored).",false,false
263,Crisis Beat,uncertain,SLES-02793,PAL,0,"Redump (paste)","Editions: Original",false,false
264,Critical Depth,uncertain,SLES-00136,PAL,0,"Redump (paste)","Editions: Original",false,false
265,Criticom,uncertain,SLES-00196,PAL,0,"Redump (paste)","Editions: Original (alt title: Criticom: Critical Combat).",false,false
266,Croc 2,confirmed,SLES-02088,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed (other langs ignored). Demo ignored.",false,false
267,Croc: Legend of the Gobbos,uncertain,SLES-00593,PAL,0,"Redump (paste)","Editions: Original; Platinum (Demo ignored).",false,false
268,The Crow: City of Angels,uncertain,SLES-00279,PAL,0,"Redump (paste)","Editions: Original (kept EU code; German duplicate ignored).",false,false
269,Crusader: No Remorse,uncertain,SLES-00587,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
270,Crusaders of Might and Magic,uncertain,SLES-02582,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
271,Crypt Killer,uncertain,SLES-00292,PAL,0,"Redump (paste)","Editions: Original",false,false
272,CT Special Forces,uncertain,SLES-03986,PAL,0,"Redump (paste)","Editions: Original",false,false
273,CT Special Forces: Back to Hell,uncertain,SLES-04123,PAL,0,"Redump (paste)","Editions: Original (alt title: Elite Squad).",false,false
274,CT Special Forces 3: Bioterror,uncertain,SLES-04155,PAL,0,"Redump (paste)","Editions: Original",false,false
275,CTR: Crash Team Racing,uncertain,SCES-02105,PAL,0,"Redump (paste)","Editions: Original; Platinum (EDC duplicate ignored).",false,false
276,Cubix Robots for Everyone: Race 'n Robots,uncertain,SLES-03729,PAL,0,"Redump (paste)","Editions: Original",false,false
277,Cyberia,uncertain,SLES-00233,PAL,0,"Redump (paste)","Editions: Original (kept English entry; other-language entry ignored).",false,false
278,CyberSled,uncertain,SCES-00006,PAL,0,"Redump (paste)","Editions: Original",false,false
279,CyberSpeed,uncertain,SLES-00114,PAL,0,"Redump (paste)","Editions: Original",false,false
280,CyberTiger,confirmed,SLES-02370,PAL,0,"Redump (paste)","Editions: Original (Swedish present so English removed; other langs ignored).",false,false
281,D,uncertain,SLES-00065,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-3 (Disc1=SLES-00065, Disc2=SLES-10065, Disc3=SLES-20065). Other languages ignored.",false,false
282,Dalmatians 2,uncertain,SLES-04061,PAL,0,"Redump (paste)","Editions: Original",false,false
283,The Dalmatians,uncertain,SLES-02959,PAL,0,"Redump (paste)","Editions: Pocket Price Midas / Value Series",false,false
284,Dance:UK,uncertain,SLES-04121,PAL,0,"Redump (paste)","Editions: Original (EU multi-language variant ignored in favor of English).",false,false
285,Dance:UK eXtra Trax,uncertain,SLES-04161,PAL,0,"Redump (paste)","Editions: Original",false,false
286,Dancing Stage Fever,uncertain,SLES-04097,PAL,0,"Redump (paste)","Editions: Original",false,false
287,Dancing Stage Fusion,uncertain,SLES-04163,PAL,0,"Redump (paste)","Editions: Original",false,false
288,Dancing Stage: Disney Mix,uncertain,SLES-03384,PAL,0,"Redump (paste)","Editions: Original",false,false
289,Dancing Stage: Euromix,uncertain,SLES-02941,PAL,0,"Redump (paste)","Editions: Original (Beta ignored).",false,false
290,Dancing Stage: Party Edition,uncertain,SLES-03882,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
291,Danger Girl,uncertain,SLES-03198,PAL,0,"Redump (paste)","Editions: Original",false,false
292,Darklight Conflict,confirmed,SLES-00663,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed (other langs ignored).",false,false
293,Darkstalkers 3,uncertain,SLES-01719,PAL,0,"Redump (paste)","Editions: Original",false,false
294,Darkstalkers: The Night Warriors,uncertain,SLES-00251,PAL,0,"Redump (paste)","Editions: Original",false,false
295,Darkstone,uncertain,SLES-00612,PAL,0,"Redump (paste)","Editions: Original (kept Europe multi-language over Australia).",false,false
296,Dave Mirra Freestyle BMX,uncertain,SLES-02740,PAL,0,"Redump (paste)","Editions: Original (Demo ignored; alt-code SLES-03249 treated as separate release, not merged).",false,false
297,Dave Mirra Freestyle BMX,uncertain,SLES-03249,PAL,0,"Redump (paste)","Editions: Original (Demo ignored; separate SLES from earlier entry).",false,false
298,Dave Mirra Freestyle BMX: Maximum Remix,uncertain,SLES-03371,PAL,0,"Redump (paste)","Editions: Original",false,false
299,David Beckham Soccer,uncertain,SLES-03488,PAL,0,"Redump (paste)","Editions: Original (alt multi-language version SLES-03682 ignored).",false,false
300,Davis Cup Complete Tennis,uncertain,SLES-00096,PAL,0,"Redump (paste)","Editions: Original",false,false
301,DBZ: Dead Ball Zone,uncertain,SLES-01040,PAL,0,"Redump (paste)","Editions: Original (Beta ignored).",false,false
302,Dead or Alive,uncertain,SCES-01259,PAL,0,"Redump (paste)","Editions: Original (Review/Demo ignored).",false,false
303,Defcon 5,uncertain,SLES-00081,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
304,Delta Force Urban Warfare,uncertain,SLES-03890,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
305,Demo Codemasters,uncertain,SLED-02246,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
306,Demo Codemasters,uncertain,SLED-01725,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
307,Demo Disc,uncertain,SCED-02417,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
308,Demo One (Version 1),uncertain,SCES-00048,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
309,Demo One (Version 4),uncertain,SCED-00456,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
310,Demo One (Version 5),uncertain,PBPX 95001,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
311,Demo One (Version 7),uncertain,PBPX-95008,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
312,Demolition Racer,uncertain,SLES-02018,PAL,0,"Redump (paste)","Editions: Original",false,false
313,Descent,uncertain,SLES-00055,PAL,0,"Redump (paste)","Editions: Original",false,false
314,Descent II,uncertain,SLES-00558,PAL,0,"Redump (paste)","Editions: Original (alt title: Descent 2).",false,false
315,Destrega,uncertain,SCES-01768,PAL,0,"Redump (paste)","Editions: Original (Promo ignored).",false,false
316,Destruction Derby,uncertain,SCES-00008,PAL,0,"Redump (paste)","Editions: Original; Platinum (Rental ignored).",false,false
317,Destruction Derby 2,uncertain,SLES-00299,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
318,Destruction Derby Raw,uncertain,SCES-02060,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
319,Destructo 2,uncertain,SLES-04073,PAL,0,"Redump (paste)","Editions: Original",false,false
320,Detective Barbie: The Mystery Cruise,uncertain,SLES-03803,PAL,0,"Redump (paste)","Editions: Original",false,false
321,Detective Mouse,uncertain,SLES-04130,PAL,0,"Redump (paste)","Editions: Original",false,false
322,Devil Dice,uncertain,SCES-01312,PAL,0,"Redump (paste)","Editions: Original (Promo/Review ignored).",false,false
323,Devil's Deception,uncertain,SLES-00848,PAL,0,"Redump (paste)","Editions: Original",false,false
324,Dexter's Laboratory: Mandark's Lab?,uncertain,SLES-03627,PAL,0,"Redump (paste)","Editions: Original (kept English entry; alt French/German SLES-03829 ignored).",false,false
325,Diablo,confirmed,SLES-01156,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed (other langs ignored).",false,false
326,Die Hard Trilogy,confirmed,SLES-00445,PAL,0,"Redump (paste)","Editions: Original; Platinum; Swedish present so English removed (other langs ignored).",false,false
327,Die Hard Trilogy 2: Viva Las Vegas,uncertain,SLES-02746,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
328,Digimon Digital Card Battle,uncertain,SLES-03900,PAL,0,"Redump (paste)","Editions: Original",false,false
329,Digimon Rumble Arena,uncertain,SLES-03841,PAL,0,"Redump (paste)","Editions: Original",false,false
330,Digimon World,uncertain,SLES-02914,PAL,0,"Redump (paste)","Editions: Original; Platinum (other languages ignored).",false,false
331,Digimon World 2003,uncertain,SLES-03936,PAL,0,"Redump (paste)","Editions: Original",false,false
332,Dino Crisis,uncertain,SLES-02207,PAL,0,"Redump (paste)","Editions: Original (Preview demo ignored; other languages ignored).",false,false
333,Dino Crisis 2,uncertain,SLES-03221,PAL,0,"Redump (paste)","Editions: Original (Promo ignored; other languages ignored).",false,false
334,Dinomaster Party,uncertain,SLES-03989,PAL,0,"Redump (paste)","Editions: Original",false,false
335,Dinosaurs,uncertain,SLES-04063,PAL,0,"Redump (paste)","Editions: Original",false,false
336,Discworld II: Missing Presumed...!?,uncertain,SLES-00793,PAL,0,"Redump (paste)","Editions: Original (Demo and other languages ignored).",false,false
337,Discworld Noir,uncertain,SLES-01549,PAL,0,"Redump (paste)","Editions: Original (Demo and other languages ignored).",false,false
338,Disney Action Game Disney Presenta Hercules,uncertain,SCES-00894,PAL,0,"Redump (paste)","IGNORED: Italian-only title string (kept English release entry instead).",false,false
339,Disney's Action Game featuring Hercules,uncertain,SCES-00891,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
340,Disney's Aladdin in Nasira's Revenge,uncertain,SCES-03000,PAL,0,"Redump (paste)","Editions: Original; Platinum (other languages ignored).",false,false
341,Disney's Atlantis: The Lost Empire,uncertain,SCES-03533,PAL,0,"Redump (paste)","Editions: Original (Demo/Review ignored; other languages ignored).",false,false
342,Disney's Dinosaur,confirmed,SLES-02864,PAL,0,"Redump (paste)","Editions: Original; Platinum; Norwegian present so English removed (other langs ignored).",false,false
343,Disney's Donald Duck: Quack Attack,confirmed,SLES-03097,PAL,0,"Redump (paste)","Editions: Original (Scandinavia entry has Norwegian; prioritized over EU multi-language SLES-03095).",false,false
344,Disney's Goofy's Fun House,uncertain,SLES-03178,PAL,0,"Redump (paste)","Editions: Original (German-only entry ignored).",false,false
345,Disney's Lilo & Stitch: Trouble in Paradise,uncertain,SCES-03871,PAL,0,"Redump (paste)","Editions: Original; Platinum (Beta/Review ignored).",false,false
346,Disney's Mulan: Story Studio,uncertain,SCES-01695,PAL,0,"Redump (paste)","Editions: Original",false,false
347,Disney's Party Time with Winnie the Pooh,uncertain,SCES-03705,PAL,0,"Redump (paste)","Editions: Original (German-only title ignored).",false,false
348,Disney's Peter Pan: Adventures in Never Land,uncertain,SCES-03707,PAL,0,"Redump (paste)","Editions: Original (Demo ignored; other languages ignored).",false,false
349,Disney's Tarzan,uncertain,SCES-01431,PAL,0,"Redump (paste)","Editions: Original (kept Europe English entry; other languages ignored).",false,false
350,Disney's The Emperor's New Groove,uncertain,SCES-03010,PAL,0,"Redump (paste)","Editions: Original",false,false
351,Disney's The Lion King: Simba's Mighty Adventure,uncertain,SLES-03267,PAL,0,"Redump (paste)","Editions: Original",false,false
352,Disney's The Little Mermaid II,uncertain,SCES-03032,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
353,Disney's Tigger's Honey Hunt,uncertain,SLES-03179,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
354,Disney's Treasure Planet,uncertain,SCES-03937,PAL,0,"Redump (paste)","Editions: Original (Beta ignored; Promo ignored).",false,false
355,Disney/Pixar A Bug's Life,uncertain,SCES-01489,PAL,0,"Redump (paste)","Editions: Original; Platinum (other languages ignored).",false,false
356,Disney/Pixar Buzz Lightyear of Star Command,uncertain,SLES-03310,PAL,0,"Redump (paste)","Editions: Original",false,false
357,Disney/Pixar Monsters, Inc.: Scare Island,confirmed,SCES-03766,PAL,0,"Redump (paste)","Editions: Platinum (Norwegian present so English removed; other langs ignored).",false,false
358,Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!,uncertain,SLES-02067,PAL,0,"Redump (paste)","Editions: Original; Platinum (Demo/Promo ignored).",false,false
359,Disney/Pixar Toy Story Racer,uncertain,SLES-03396,PAL,0,"Redump (paste)","Editions: Original (kept English entry; other language entries ignored).",false,false
360,Disruptor,uncertain,SLES-00535,PAL,0,"Redump (paste)","Editions: Original (Demo ignored; other languages ignored).",false,false
361,Diver's Dream,uncertain,SLES-01535,PAL,0,"Redump (paste)","Editions: Original (Review ignored).",false,false
362,Dodgem Arena,uncertain,SLES-01082,PAL,0,"Redump (paste)","Editions: Original",false,false
363,Doom,uncertain,SLES-00132,PAL,0,"Redump (paste)","Editions: Original; Platinum (Demo ignored; EDC ignored).",false,false
364,Dracula: The Resurrection,uncertain,SLES-02757,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SLES-02757, Disc2=SLES-12757). Other languages ignored.",false,false
365,Dracula 2: The Last Sanctuary,uncertain,SLES-03348,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SLES-03348, Disc2=SLES-13348). Other languages ignored.",false,false
366,Dragon Ball Z: Ultimate Battle 22,uncertain,SLES-03736,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
367,Dragon Ball: Final Bout,uncertain,SLES-03735,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
368,Dragon Tales: Dragonseek,uncertain,SLES-03183,PAL,0,"Redump (paste)","Editions: Original",false,false
369,Dragon Valor,uncertain,SCES-01705,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SCES-01705, Disc2=SCES-11705). Other languages ignored.",false,false
370,DragonHeart: Fire & Steel,uncertain,SLES-00300,PAL,0,"Redump (paste)","Editions: Original",false,false
371,Dragstars,uncertain,SLES-03525,PAL,0,"Redump (paste)","Editions: Pocket Price Midas",false,false
372,Dreams,uncertain,SLES-00714,PAL,0,"Redump (paste)","Editions: Original",false,false
373,Driver,uncertain,SLES-01816,PAL,0,"Redump (paste)","Editions: Original; Platinum; Best of Infogrames (Demo ignored; other languages ignored).",false,false
374,Driver 2: Back on the Streets,uncertain,SLES-02993,PAL,0,"Redump (paste)","Language kept: English. Editions: Original; Platinum (Rev1). Discs: 1-2 (Disc1=SLES-02993, Disc2=SLES-12993). Other languages ignored. Demo ignored.",false,false
375,Ducati World,uncertain,SLES-02821,PAL,0,"Redump (paste)","Language kept: English. Editions: Original (kept English entry; alt multi-language SLES-03377 ignored).",false,false
376,Duke Nukem,uncertain,SLES-00703,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. French entries ignored; Demo ignored.",false,false
377,Duke Nukem: Land of the Babes,uncertain,SLES-03405,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Other languages ignored.",false,false
378,Duke Nukem: Time to Kill,uncertain,SLES-01515,PAL,0,"Redump (paste)","Language kept: English. Editions: Original; Take 2 Rerelease. Other languages ignored.",false,false
379,The Dukes of Hazzard II: Daisy Dukes It Out,uncertain,SLES-03393,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
380,The Dukes of Hazzard: Racing for Home,uncertain,SLES-02343,PAL,0,"Redump (paste)","Language kept: English. Editions: Original; Ubisoft eXclusive. Review ignored.",false,false
381,Dune 2000,uncertain,SLES-02247,PAL,0,"Redump (paste)","Language kept: English. Editions: Original; EA Classics. Other languages ignored.",false,false
382,Dynasty Warriors,uncertain,SLES-00885,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Beta ignored.",false,false
383,E.T. the Extra-Terrestrial: Interplanetary Mission,uncertain,SLES-03805,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
384,EA Sports Superbike 2000,confirmed,SLES-02538,PAL,0,"Redump (paste)","Language kept: Swedish (preferred over English). Editions: Original.",false,false
385,EA Sports Supercross,uncertain,SLES-03399,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
386,EA Sports Supercross 2000,confirmed,SLES-02373,PAL,0,"Redump (paste)","Language kept: Swedish (preferred over English). Editions: Original.",false,false
387,Eagle One: Harrier Attack,uncertain,SLES-01715,PAL,0,"Redump (paste)","Language kept: English. Editions: Original; Best of Infogrames; 2 Games.",false,false
388,Earthworm Jim 2,uncertain,SLES-00343,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
389,ECW Anarchy Rulz,uncertain,SLES-02823,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. German duplicate ignored.",false,false
390,ECW Hardcore Revolution,uncertain,SLES-02535,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Rev1 and German duplicates ignored.",false,false
391,Egypt II: The Heliopolis Prophecy,uncertain,SLES-03373,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Other languages ignored.",false,false
392,Ehrgeiz: God Bless the Ring,uncertain,SLES-02111,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
393,Elemental Pinball,uncertain,SLES-04038,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
394,Eliminator,uncertain,SLES-01364,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
395,Epidemic,uncertain,SCES-00393,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
396,Equestriad 2001,uncertain,SLES-02943,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Other languages ignored.",false,false
397,ESPN Extreme Games,uncertain,SCES-00063,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
398,Europe Racer,uncertain,SLES-03415,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Other languages ignored.",false,false
399,European Super League,uncertain,SLES-03082,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Other languages ignored.",false,false
400,Everybody's Golf 2,uncertain,SCES-02146,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
401,Evil Dead: Hail to the King,uncertain,SLES-03428,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Discs: 1-2 (Disc1=SLES-03428, Disc2=SLES-13428).",false,false
402,Evil Zone,uncertain,SLES-01903,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
403,Evo's Space Adventures,uncertain,SLES-01871,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
404,Excalibur 2555 A.D.,uncertain,SLES-00478,PAL,0,"Redump (paste)","Language kept: English. Editions: Original (Rev1 merged). Demo ignored. Italian separate release ignored.",false,false
405,Exhumed,uncertain,SLES-00097,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
406,Explosive Racing,uncertain,SLES-00716,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Demo ignored.",false,false
407,Extreme 500,uncertain,SLES-02220,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
408,Extreme Ghostbusters: The Ultimate Invasion,uncertain,SLES-03990,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
409,Extreme Pinball,uncertain,SLES-00206,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
410,Extreme Snow Break,uncertain,SLES-00501,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Demo ignored.",false,false
411,The F.A. Premier League Football Manager 2000,uncertain,SLES-02254,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
412,The F.A. Premier League Football Manager 2001,uncertain,SLES-03061,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
413,The F.A. Premier League Stars,uncertain,SLES-02142,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
414,The F.A. Premier League Stars 2001,uncertain,SLES-03063,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
415,F1 2000,confirmed,SLES-02723,PAL,0,"Redump (paste)","Language kept: Swedish/Danish (allowed). Note: another EU release exists (SLES-02722) with English/French/German/Dutch; kept this Nordic-language build.",false,false
416,F1 Championship Season 2000,confirmed,SLES-03119,PAL,0,"Redump (paste)","Language kept: Swedish/Finnish/English (allowed). Other-language disc ignored. Note: another EU code exists (SLES-03117).",false,false
417,F1 Racing Championship,uncertain,SLES-02501,PAL,0,"Redump (paste)","Language kept: English. Editions: Original (promo ignored).",false,false
418,F1 World Grand Prix 2000,uncertain,SLES-03102,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
419,F1 World Grand Prix: 1999 Season,uncertain,SLES-00887,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Beta ignored.",false,false
420,Fade to Black,uncertain,SLES-00209,PAL,0,"Redump (paste)","Language kept: English. Editions: Original/Platinum/EA Classics (merged). Another entry exists as SLES-00339; treated as same title/alt code.",false,false
421,Family Games Compendium,uncertain,SLES-03485,PAL,0,"Redump (paste)","Language kept: English. Discs: 1-3 (Disc1=SLES-03485, Disc2=SLES-13485, Disc3=SLES-23485). Disc3 includes French/German/Italian too, but English present so kept.",false,false
422,Fantastic Four,uncertain,SLES-00548,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
423,Fear Effect,uncertain,SLES-02166,PAL,0,"Redump (paste)","Language kept: English. Discs: 1-4 (Disc1=SLES-02166, Disc2=SLES-12166, Disc3=SLES-22166, Disc4=SLES-32166).",false,false
424,Fear Effect 2: Retro Helix,uncertain,SLES-03386,PAL,0,"Redump (paste)","Language kept: English. Discs: 1-4 (Disc1=SLES-03386, Disc2=SLES-13386, Disc3=SLES-23386, Disc4=SLES-33386).",false,false
425,Felony 11-79,uncertain,SLES-00940,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
426,FIFA 2000,confirmed,SLES-02315,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original (Rev1 merged). Note: multiple region codes exist; kept EU multi-language with Swedish.",false,false
427,FIFA 2001,confirmed,SLES-03140,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
428,FIFA 97,confirmed,SLES-00504,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original. France/Germany duplicates ignored.",false,false
429,FIFA 99,confirmed,SLES-01584,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
430,FIFA Football 2002,confirmed,SLES-03666,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
431,FIFA Football 2003,confirmed,SLES-03977,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
432,FIFA Football 2004,confirmed,SLES-04115,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
433,FIFA Football 2005,uncertain,SLES-04165,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. (No Swedish/Nordic listed in this snippet.)",false,false
434,FIFA Soccer 96,confirmed,SLES-00116,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
435,FIFA: Die WM-Qualifikation 98,confirmed,SLES-00916,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original.",false,false
436,FIFA: Road to World Cup 98,confirmed,SLES-00914,PAL,0,"Redump (paste)","Language kept: Swedish (allowed). Editions: Original; EA Classics.",false,false
437,The Fifth Element,uncertain,SCES-01285,PAL,0,"Redump (paste)","Language kept: English. Editions: Original/Value Series (promo ignored).",false,false
438,Fighter Maker,uncertain,SLES-02515,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
439,Fighting Force,uncertain,SLES-00731,PAL,0,"Redump (paste)","Language kept: English. Editions: Original (EDC merged). Demo ignored.",false,false
440,Fighting Force 2,uncertain,SLES-02233,PAL,0,"Redump (paste)","Language kept: English. Editions: Original. Other-language releases ignored. Demo ignored.",false,false
441,Final Doom,uncertain,SLES-00487,PAL,0,"Redump (paste)","Language kept: English. Editions: Original.",false,false
442,Final Fantasy IX,uncertain,SLES-02965,PAL,0,"Redump (paste)","Language kept: English. Discs: 1-4 (Disc1=SLES-02965, Disc2=SLES-12965, Disc3=SLES-22965, Disc4=SLES-32965).",false,false
443,Final Fantasy Origins,uncertain,SLES-04034,PAL,0,"Redump (paste)","Language kept: English. Discs: 1-2 (Final Fantasy = SLES-04034; Final Fantasy II = SLES-14034).",false,false
444,Final Fantasy VII,uncertain,SCES-00867,PAL,0,"Redump (paste)","Language kept: English. Discs: 1-3 (Disc1=SCES-00867, Disc2=SCES-10867, Disc3=SCES-20867).",false,false
445,Firestorm: Thunderhawk 2,uncertain,SLES-00145,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Editions merged: Original/Platinum/Value Series/Multi Pack.",false,false
446,Firo & Klawd,uncertain,SLES-00094,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
447,Fisher-Price Rescue Heroes: Molten Menace,uncertain,SLES-03724,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
448,Fisherman's Bait 2: Big Ol' Bass,uncertain,SLES-02596,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
449,Fisherman's Bait 3,uncertain,SLES-03295,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
450,Fisherman's Bait: Bass Challenge,uncertain,SLES-02085,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
451,The Flintstones: Bedrock Bowling,uncertain,SLES-02345,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
452,Floating Runner: Quest for the 7 Crystals,uncertain,SLES-00453,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
453,Fluid,uncertain,SCES-00985,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
454,Flying Squadron,uncertain,SLES-04156,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
455,Football Madness,uncertain,SLES-04047,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
456,Ford Racing,uncertain,SLES-03276,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
457,Ford Truck Mania,uncertain,SLES-04109,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English (multi-language disc).",false,false
458,Formula 1,uncertain,SLES-00298,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Rev/Platinum merged.",false,false
